,timestamp,visitorid,event,itemid,transactionid,hour,day_of_week,converted
0,2015-06-02 05:02:12.117,257597,view,355908,,5,Tuesday,0
1,2015-06-02 05:50:14.164,992329,view,248676,,5,Tuesday,0
2,2015-06-02 05:13:19.827,111016,view,318965,,5,Tuesday,0
3,2015-06-02 05:12:35.914,483717,view,253185,,5,Tuesday,0
4,2015-06-02 05:02:17.106,951259,view,367447,,5,Tuesday,0
5,2015-06-02 05:48:06.234,972639,view,22556,,5,Tuesday,0
6,2015-06-02 05:12:03.240,810725,view,443030,,5,Tuesday,0
7,2015-06-02 05:34:51.897,794181,view,439202,,5,Tuesday,0
8,2015-06-02 04:54:59.221,824915,view,428805,,4,Tuesday,0
9,2015-06-02 05:00:04.592,339335,view,82389,,5,Tuesday,0
10,2015-06-02 05:16:02.373,176446,view,10572,,5,Tuesday,0
11,2015-06-02 05:08:21.252,929206,view,410676,,5,Tuesday,0
12,2015-06-02 05:50:29.496,15795,view,44872,,5,Tuesday,0
13,2015-06-02 05:41:37.356,598426,view,156489,,5,Tuesday,0
14,2015-06-02 05:47:58.165,223343,view,402625,,5,Tuesday,0
15,2015-06-02 05:22:11.378,57036,view,334662,,5,Tuesday,0
16,2015-06-02 05:33:59.808,1377281,view,251467,,5,Tuesday,0
17,2015-06-02 05:33:56.124,287857,addtocart,5206,,5,Tuesday,0
18,2015-06-02 05:50:44.282,1370216,view,176721,,5,Tuesday,0
19,2015-06-02 04:57:58.505,158090,addtocart,10572,,4,Tuesday,1
20,2015-06-02 05:47:50.841,1398644,view,135256,,5,Tuesday,0
21,2015-06-02 05:50:52.461,653756,view,132316,,5,Tuesday,0
22,2015-06-02 05:01:14.809,1213673,view,343861,,5,Tuesday,0
23,2015-06-02 05:01:15.206,864246,view,36642,,5,Tuesday,0
24,2015-06-02 05:33:23.944,125625,view,17655,,5,Tuesday,0
25,2015-06-02 05:58:03.817,608100,view,187722,,5,Tuesday,0
26,2015-06-02 05:02:53.311,781127,view,21989,,5,Tuesday,0
27,2015-06-02 05:15:47.345,1076270,view,262799,,5,Tuesday,1
28,2015-06-02 05:55:54.732,453474,view,250696,,5,Tuesday,0
29,2015-06-02 05:02:57.547,1153198,view,388242,,5,Tuesday,0
30,2015-06-02 05:51:06.445,273888,view,205392,,5,Tuesday,0
31,2015-06-02 05:03:00.636,849453,view,123990,,5,Tuesday,0
32,2015-06-02 04:56:58.375,487887,view,345560,,4,Tuesday,0
33,2015-06-02 05:32:56.926,629333,view,128394,,5,Tuesday,0
34,2015-06-02 05:15:43.427,1130165,view,45337,,5,Tuesday,0
35,2015-06-02 05:57:24.638,361387,view,43485,,5,Tuesday,1
36,2015-06-02 05:40:43.340,112175,view,430845,,5,Tuesday,0
37,2015-06-02 05:37:51.170,860082,view,22926,,5,Tuesday,0
38,2015-06-02 05:32:39.620,784669,view,181743,,5,Tuesday,0
39,2015-06-02 05:20:38.241,1061147,view,280893,,5,Tuesday,0
40,2015-06-02 05:47:36.696,485456,view,216707,,5,Tuesday,0
41,2015-06-02 05:07:02.167,1342963,view,306886,,5,Tuesday,0
42,2015-06-02 05:42:56.925,969887,view,159780,,5,Tuesday,0
43,2015-06-02 05:32:28.655,759369,view,386527,,5,Tuesday,0
44,2015-06-02 05:32:26.605,1282360,view,106564,,5,Tuesday,0
45,2015-06-02 04:57:31.265,233317,view,75994,,4,Tuesday,0
46,2015-06-02 05:43:05.793,392042,view,280375,,5,Tuesday,0
47,2015-06-02 04:59:32.079,591038,view,367500,,4,Tuesday,0
48,2015-06-02 05:32:18.106,692195,view,112792,,5,Tuesday,0
49,2015-06-02 05:39:34.540,432882,view,102061,,5,Tuesday,0
50,2015-06-02 05:43:10.254,392042,view,16813,,5,Tuesday,0
51,2015-06-02 05:32:11.380,808133,view,128499,,5,Tuesday,0
52,2015-06-02 04:59:29.402,180680,view,456784,,4,Tuesday,0
53,2015-06-02 05:47:30.320,1151716,view,427725,,5,Tuesday,0
54,2015-06-02 05:15:34.037,597724,view,134264,,5,Tuesday,0
55,2015-06-02 04:55:44.616,179437,view,335975,,4,Tuesday,0
56,2015-06-02 04:58:07.074,794013,view,51354,,4,Tuesday,0
57,2015-06-02 05:19:25.385,975530,view,55555,,5,Tuesday,0
58,2015-06-02 05:31:42.457,741702,view,350819,,5,Tuesday,0
59,2015-06-02 05:03:31.595,1219180,view,422768,,5,Tuesday,0
60,2015-06-02 05:22:41.588,1143908,view,417464,,5,Tuesday,0
61,2015-06-02 05:36:00.663,1078178,view,323147,,5,Tuesday,0
62,2015-06-02 05:51:43.386,503970,view,448136,,5,Tuesday,0
63,2015-06-02 05:39:03.021,1193904,addtocart,255275,,5,Tuesday,0
64,2015-06-02 05:47:21.294,376913,view,140848,,5,Tuesday,0
65,2015-06-02 05:31:16.406,1262470,view,102986,,5,Tuesday,0
66,2015-06-02 05:03:42.147,1153198,view,357579,,5,Tuesday,0
67,2015-06-02 05:19:26.959,238317,view,348196,,5,Tuesday,0
68,2015-06-02 05:31:07.576,800456,view,31514,,5,Tuesday,0
69,2015-06-02 05:13:51.235,1219627,view,292444,,5,Tuesday,0
70,2015-06-02 04:59:12.282,526166,view,332761,,4,Tuesday,0
71,2015-06-02 04:58:12.368,685949,view,395002,,4,Tuesday,0
72,2015-06-02 05:37:27.924,860082,view,415437,,5,Tuesday,0
73,2015-06-02 04:59:09.711,721839,view,391289,,4,Tuesday,0
74,2015-06-02 05:52:04.329,635011,view,142075,,5,Tuesday,0
75,2015-06-02 05:22:51.026,293285,view,288868,,5,Tuesday,0
76,2015-06-02 05:44:14.839,21004,view,181142,,5,Tuesday,0
77,2015-06-02 05:44:15.932,1179587,view,367797,,5,Tuesday,0
78,2015-06-02 05:20:24.790,1059530,view,302509,,5,Tuesday,0
79,2015-06-02 05:49:05.724,854656,view,87947,,5,Tuesday,0
80,2015-06-02 05:39:47.786,77112,view,97879,,5,Tuesday,0
81,2015-06-02 05:57:46.941,557587,view,131882,,5,Tuesday,0
82,2015-06-02 05:44:22.777,83034,view,255833,,5,Tuesday,0
83,2015-06-02 05:00:37.091,233317,view,75994,,5,Tuesday,0
84,2015-06-02 05:44:26.018,993954,view,227935,,5,Tuesday,0
85,2015-06-02 05:44:26.632,1045426,view,69533,,5,Tuesday,0
86,2015-06-02 05:14:06.974,428642,view,359747,,5,Tuesday,0
87,2015-06-02 05:44:39.629,15795,view,81075,,5,Tuesday,0
88,2015-06-02 04:58:59.773,97140,view,257675,,4,Tuesday,0
89,2015-06-02 05:54:58.209,970474,view,324543,,5,Tuesday,0
90,2015-06-02 04:58:58.230,97140,view,328025,,4,Tuesday,0
91,2015-06-02 05:52:24.626,138674,view,202719,,5,Tuesday,0
92,2015-06-02 05:29:40.695,1045633,view,372688,,5,Tuesday,0
93,2015-06-02 05:54:31.042,202383,view,261865,,5,Tuesday,0
94,2015-06-02 05:59:14.197,1109336,view,431148,,5,Tuesday,0
95,2015-06-02 04:58:55.245,320957,view,102131,,4,Tuesday,0
96,2015-06-02 05:45:00.862,132736,view,67627,,5,Tuesday,0
97,2015-06-02 05:52:32.539,282587,view,78037,,5,Tuesday,0
98,2015-06-02 05:29:09.983,901571,view,458588,,5,Tuesday,0
99,2015-06-02 05:29:09.347,442035,view,75006,,5,Tuesday,0
100,2015-06-02 05:04:28.563,881338,view,24431,,5,Tuesday,0
101,2015-06-02 05:29:06.463,789114,view,412312,,5,Tuesday,0
102,2015-06-02 05:15:03.817,1096028,view,337686,,5,Tuesday,0
103,2015-06-02 05:29:02.281,1269628,view,137305,,5,Tuesday,0
104,2015-06-02 05:28:50.873,428642,view,167337,,5,Tuesday,0
105,2015-06-02 04:54:57.977,1217827,view,203231,,4,Tuesday,0
106,2015-06-02 04:58:43.646,1076270,view,269430,,4,Tuesday,1
107,2015-06-02 05:52:50.656,1137444,view,308053,,5,Tuesday,0
108,2015-06-02 05:09:36.140,1254314,view,202373,,5,Tuesday,0
109,2015-06-02 05:12:54.779,870742,view,456005,,5,Tuesday,0
110,2015-06-02 05:09:00.333,712443,view,346655,,5,Tuesday,1
111,2015-06-02 05:54:24.446,513527,view,227437,,5,Tuesday,0
112,2015-06-02 05:12:21.632,599528,addtocart,356475,,5,Tuesday,1
113,2015-06-02 05:23:15.153,1341619,view,77884,,5,Tuesday,0
114,2015-06-02 05:28:17.013,492414,view,279976,,5,Tuesday,0
115,2015-06-02 04:55:08.194,824915,view,25427,,4,Tuesday,0
116,2015-06-02 05:28:14.011,248805,view,347194,,5,Tuesday,0
117,2015-06-02 05:45:52.336,1263264,view,46097,,5,Tuesday,0
118,2015-06-02 05:59:42.317,239546,view,42002,,5,Tuesday,0
119,2015-06-02 05:20:09.338,506289,view,131383,,5,Tuesday,0
120,2015-06-02 05:27:57.292,432824,view,221347,,5,Tuesday,0
121,2015-06-02 05:27:56.482,8287,view,459752,,5,Tuesday,0
122,2015-06-02 05:46:08.687,338231,view,141264,,5,Tuesday,0
123,2015-06-02 05:14:48.855,398762,view,21886,,5,Tuesday,0
124,2015-06-02 05:53:08.360,625389,view,316135,,5,Tuesday,0
125,2015-06-02 05:27:40.128,428642,view,190172,,5,Tuesday,0
126,2015-06-02 04:58:28.142,911380,view,28540,,4,Tuesday,0
127,2015-06-02 05:23:25.362,326029,view,455763,,5,Tuesday,0
128,2015-06-02 04:58:27.378,357556,view,13091,,4,Tuesday,0
129,2015-06-02 05:53:16.283,536254,view,267839,,5,Tuesday,0
130,2015-06-02 05:17:56.276,599528,transaction,356475,4000.0,5,Tuesday,1
131,2015-06-02 05:05:12.084,1124962,view,213464,,5,Tuesday,0
132,2015-06-02 05:05:12.427,1402325,view,20889,,5,Tuesday,0
133,2015-06-02 05:27:04.444,930371,view,160161,,5,Tuesday,0
134,2015-06-02 05:27:00.149,1304277,view,341548,,5,Tuesday,0
135,2015-06-02 05:18:11.999,428642,view,7438,,5,Tuesday,0
136,2015-06-02 05:08:09.977,456697,view,398579,,5,Tuesday,0
137,2015-06-02 05:05:23.348,1118731,view,350689,,5,Tuesday,0
138,2015-06-02 04:55:12.321,390868,view,432330,,4,Tuesday,0
139,2015-06-02 05:00:29.122,1004326,view,432925,,5,Tuesday,0
140,2015-06-02 05:26:33.547,761633,view,432152,,5,Tuesday,0
141,2015-06-02 05:05:25.635,952604,view,466861,,5,Tuesday,0
142,2015-06-02 05:05:26.354,849453,view,423120,,5,Tuesday,0
143,2015-06-02 05:26:30.079,75249,view,283146,,5,Tuesday,0
144,2015-06-02 05:53:36.053,1028478,view,438681,,5,Tuesday,0
145,2015-06-02 05:40:36.836,77112,view,146700,,5,Tuesday,0
146,2015-06-02 05:08:44.640,448895,view,322930,,5,Tuesday,0
147,2015-06-02 04:54:32.479,736627,view,98498,,4,Tuesday,0
148,2015-06-02 05:26:12.343,301980,view,288280,,5,Tuesday,0
149,2015-06-02 05:08:38.235,1316756,view,303619,,5,Tuesday,0
150,2015-06-02 05:10:35.749,346219,view,37945,,5,Tuesday,0
151,2015-06-02 05:23:43.158,402205,view,46130,,5,Tuesday,0
152,2015-06-02 05:58:53.131,949379,view,310791,,5,Tuesday,0
153,2015-06-02 05:53:55.371,170060,view,213570,,5,Tuesday,0
154,2015-06-02 05:08:06.200,1249248,view,422425,,5,Tuesday,0
155,2015-06-02 05:13:18.234,265788,view,10620,,5,Tuesday,0
156,2015-06-02 04:56:06.569,424164,view,397256,,4,Tuesday,0
157,2015-06-02 05:16:21.172,1229852,view,389644,,5,Tuesday,0
158,2015-06-02 05:36:16.533,1241483,view,298868,,5,Tuesday,0
159,2015-06-02 04:56:05.740,132864,view,386146,,4,Tuesday,0
160,2015-06-02 05:25:21.345,1384997,view,134458,,5,Tuesday,0
161,2015-06-02 05:40:22.608,177820,view,244504,,5,Tuesday,0
162,2015-06-02 05:25:19.578,1107507,view,444338,,5,Tuesday,0
163,2015-06-02 05:19:01.342,497111,view,367617,,5,Tuesday,0
164,2015-06-02 05:24:06.781,529601,view,161166,,5,Tuesday,1
165,2015-06-02 05:05:58.611,1386874,view,261320,,5,Tuesday,0
166,2015-06-02 05:08:10.620,126887,view,413990,,5,Tuesday,0
167,2015-06-02 05:14:17.888,125625,view,25071,,5,Tuesday,0
168,2015-06-02 05:06:25.010,1153198,view,388242,,5,Tuesday,0
169,2015-06-02 05:21:40.605,122629,view,256368,,5,Tuesday,0
170,2015-06-02 05:21:32.114,231733,view,324624,,5,Tuesday,0
171,2015-06-02 05:10:46.073,870742,view,234255,,5,Tuesday,0
172,2015-06-02 05:13:32.357,266709,view,190545,,5,Tuesday,0
173,2015-06-02 05:21:22.735,208393,view,268266,,5,Tuesday,0
174,2015-06-02 05:07:30.063,589997,view,110122,,5,Tuesday,0
175,2015-06-02 05:40:51.491,800456,view,394254,,5,Tuesday,0
176,2015-06-02 04:57:18.433,1100013,view,40596,,4,Tuesday,0
177,2015-06-02 05:38:22.068,77112,view,38483,,5,Tuesday,0
178,2015-06-02 05:55:23.363,1044534,view,272187,,5,Tuesday,0
179,2015-06-02 04:54:40.956,105775,addtocart,312728,,4,Tuesday,0
180,2015-06-01 20:59:04.441,676969,view,276704,,20,Monday,0
181,2015-06-01 21:36:53.963,547051,view,184199,,21,Monday,0
182,2015-06-01 21:19:41.950,198036,view,337335,,21,Monday,0
183,2015-06-01 21:23:19.250,986452,view,429607,,21,Monday,0
184,2015-06-01 20:57:39.223,1044315,view,325262,,20,Monday,0
185,2015-06-01 21:10:24.992,249113,view,425726,,21,Monday,0
186,2015-06-01 21:16:02.097,672710,view,161346,,21,Monday,0
187,2015-06-01 21:11:20.618,824778,view,285173,,21,Monday,0
188,2015-06-01 21:27:40.639,79247,view,458894,,21,Monday,0
189,2015-06-01 21:09:57.501,1143402,view,272446,,21,Monday,0
190,2015-06-01 20:48:11.541,178282,view,449010,,20,Monday,0
191,2015-06-01 20:55:44.515,733007,view,188148,,20,Monday,0
192,2015-06-01 21:20:14.579,948586,view,402236,,21,Monday,0
193,2015-06-01 20:58:41.718,752818,view,43391,,20,Monday,0
194,2015-06-01 21:26:30.704,85734,view,331725,,21,Monday,1
195,2015-06-01 21:35:04.129,1323080,view,71957,,21,Monday,0
196,2015-06-01 21:18:55.886,820159,view,369447,,21,Monday,1
197,2015-06-01 21:19:55.554,927479,view,201940,,21,Monday,0
198,2015-06-01 21:23:18.367,463621,view,372845,,21,Monday,0
199,2015-06-01 21:07:46.366,290549,view,72611,,21,Monday,0
200,2015-06-01 21:33:28.687,937632,view,260581,,21,Monday,0
201,2015-06-01 21:04:11.984,511064,view,354042,,21,Monday,0
202,2015-06-01 21:34:33.728,998406,view,33638,,21,Monday,0
203,2015-06-01 21:05:50.383,1057088,view,334432,,21,Monday,0
204,2015-06-01 21:16:23.427,550788,view,440180,,21,Monday,0
205,2015-06-01 21:24:20.477,804607,view,459761,,21,Monday,0
206,2015-06-01 21:08:58.939,1242160,view,385376,,21,Monday,0
207,2015-06-01 21:38:59.377,256542,view,336552,,21,Monday,0
208,2015-06-01 21:18:10.116,668712,view,291770,,21,Monday,0
209,2015-06-01 21:30:37.764,227335,view,443967,,21,Monday,0
210,2015-06-01 21:00:01.521,457237,view,234185,,21,Monday,0
211,2015-06-01 21:29:37.067,1185234,view,154912,,21,Monday,1
212,2015-06-01 21:24:47.272,1046168,view,86238,,21,Monday,0
213,2015-06-01 21:34:58.623,85734,view,122834,,21,Monday,1
214,2015-06-01 20:54:27.753,121688,view,282803,,20,Monday,1
215,2015-06-01 21:36:47.083,939182,view,48743,,21,Monday,0
216,2015-06-01 21:03:04.970,951557,view,138439,,21,Monday,0
217,2015-06-01 21:24:37.348,73449,view,54008,,21,Monday,0
218,2015-06-01 21:30:39.109,1075043,view,178496,,21,Monday,0
219,2015-06-01 20:50:42.944,832459,view,458265,,20,Monday,0
220,2015-06-01 21:42:00.972,192487,view,170751,,21,Monday,0
221,2015-06-01 21:33:59.583,435847,view,2263,,21,Monday,0
222,2015-06-01 21:35:11.438,1202062,view,59776,,21,Monday,0
223,2015-06-01 21:24:08.420,812748,view,14671,,21,Monday,0
224,2015-06-01 21:35:16.775,131086,view,402110,,21,Monday,0
225,2015-06-01 21:32:52.591,609410,view,207825,,21,Monday,0
226,2015-06-01 21:10:03.719,855825,view,460643,,21,Monday,0
227,2015-06-01 20:49:53.118,15613,view,237422,,20,Monday,0
228,2015-06-01 21:27:25.795,110877,view,336855,,21,Monday,0
229,2015-06-01 21:23:16.802,1294366,view,204785,,21,Monday,0
230,2015-06-01 20:45:54.639,421206,view,392392,,20,Monday,0
231,2015-06-01 21:17:57.485,948586,view,164109,,21,Monday,0
232,2015-06-01 21:18:46.308,765834,view,179601,,21,Monday,0
233,2015-06-01 21:39:32.167,330834,view,134118,,21,Monday,0
234,2015-06-01 21:24:32.161,1294366,view,106279,,21,Monday,0
235,2015-06-01 21:26:19.951,1328894,view,43101,,21,Monday,0
236,2015-06-01 20:45:48.267,742458,view,250212,,20,Monday,0
237,2015-06-01 21:40:44.501,192487,view,153935,,21,Monday,0
238,2015-06-01 21:39:32.089,1370178,view,253175,,21,Monday,0
239,2015-06-01 20:56:42.594,425516,view,466472,,20,Monday,0
240,2015-06-01 21:24:20.039,1173577,view,106874,,21,Monday,0
241,2015-06-01 21:12:11.854,1102723,view,280375,,21,Monday,0
242,2015-06-01 21:15:23.906,1055632,view,316753,,21,Monday,0
243,2015-06-01 21:13:27.640,628886,view,105274,,21,Monday,0
244,2015-06-01 21:15:12.720,861030,view,59866,,21,Monday,0
245,2015-06-01 21:13:16.949,11598,view,62549,,21,Monday,0
246,2015-06-01 20:55:45.627,303145,view,32971,,20,Monday,0
247,2015-06-01 21:02:50.930,944943,view,426007,,21,Monday,0
248,2015-06-01 20:46:56.183,260599,view,86238,,20,Monday,0
249,2015-06-01 21:34:41.906,1188336,view,216095,,21,Monday,0
250,2015-06-01 21:17:43.474,1317317,view,14159,,21,Monday,0
251,2015-06-01 21:37:55.112,1354316,view,215767,,21,Monday,0
252,2015-06-01 21:43:03.676,1322055,view,308985,,21,Monday,0
253,2015-06-01 20:54:38.186,1375369,view,139936,,20,Monday,0
254,2015-06-01 21:20:11.299,286616,view,371590,,21,Monday,1
255,2015-06-01 20:45:44.655,971845,view,251813,,20,Monday,0
256,2015-06-01 21:14:32.942,859718,view,379264,,21,Monday,0
257,2015-06-01 20:45:23.072,229335,view,222613,,20,Monday,0
258,2015-06-01 21:36:39.663,1313440,view,347937,,21,Monday,0
259,2015-06-01 20:59:47.024,766230,view,286065,,20,Monday,0
260,2015-06-01 21:36:39.642,413869,view,232858,,21,Monday,0
261,2015-06-01 21:04:53.894,1057088,view,334432,,21,Monday,0
262,2015-06-01 20:48:09.644,980257,view,337431,,20,Monday,0
263,2015-06-01 21:41:54.324,1322055,view,308985,,21,Monday,0
264,2015-06-01 21:17:08.621,1141573,view,395596,,21,Monday,0
265,2015-06-01 21:40:33.684,800587,view,29100,,21,Monday,0
266,2015-06-01 21:14:06.662,214589,view,267010,,21,Monday,0
267,2015-06-01 21:09:34.675,1141573,view,203877,,21,Monday,0
268,2015-06-01 20:58:02.889,945697,view,96924,,20,Monday,0
269,2015-06-01 21:10:43.397,344176,view,95655,,21,Monday,0
270,2015-06-01 21:11:40.279,1017556,view,84160,,21,Monday,0
271,2015-06-01 21:21:43.544,820159,view,261793,,21,Monday,1
272,2015-06-01 20:49:34.514,612769,view,343537,,20,Monday,0
273,2015-06-01 21:26:34.575,968797,view,407343,,21,Monday,0
274,2015-06-01 21:31:43.032,292025,view,63184,,21,Monday,0
275,2015-06-01 21:41:33.874,679474,view,368057,,21,Monday,0
276,2015-06-01 21:01:35.279,1047271,view,105334,,21,Monday,0
277,2015-06-01 20:51:06.286,286616,view,243470,,20,Monday,1
278,2015-06-01 21:14:54.827,355079,view,444951,,21,Monday,0
279,2015-06-01 21:00:39.485,1323322,view,227470,,21,Monday,0
280,2015-06-01 21:39:52.189,24769,view,55364,,21,Monday,0
281,2015-06-01 21:22:28.486,463621,view,257040,,21,Monday,0
282,2015-06-01 20:48:54.910,991664,view,62312,,20,Monday,0
283,2015-06-01 21:43:23.616,1093035,view,444979,,21,Monday,1
284,2015-06-01 21:15:41.196,219304,view,374673,,21,Monday,0
285,2015-06-01 21:16:54.949,663314,view,47139,,21,Monday,0
286,2015-06-01 21:38:36.107,298291,view,24608,,21,Monday,0
287,2015-06-01 21:24:44.216,983709,view,198209,,21,Monday,0
288,2015-06-01 21:22:04.968,1136722,view,298056,,21,Monday,0
289,2015-06-01 20:55:13.953,623748,view,305760,,20,Monday,0
290,2015-06-01 21:18:55.063,115171,view,356283,,21,Monday,0
291,2015-06-01 21:24:41.704,320454,view,441953,,21,Monday,0
292,2015-06-01 21:20:34.926,820159,view,268881,,21,Monday,1
293,2015-06-01 20:49:20.912,178376,view,189563,,20,Monday,0
294,2015-06-01 21:01:46.380,1004326,view,432925,,21,Monday,0
295,2015-06-01 21:18:13.124,1317249,view,204070,,21,Monday,0
296,2015-06-01 20:48:49.853,118343,view,462945,,20,Monday,0
297,2015-06-01 21:09:19.427,317642,view,58869,,21,Monday,0
298,2015-06-01 21:31:28.004,1207572,view,19003,,21,Monday,0
299,2015-06-01 21:40:24.136,949171,view,150217,,21,Monday,0
300,2015-06-01 20:58:31.349,1195252,view,358130,,20,Monday,0
301,2015-06-01 21:06:15.770,227368,view,108638,,21,Monday,0
302,2015-06-01 21:42:49.716,196602,addtocart,63312,,21,Monday,0
303,2015-06-01 21:20:54.708,1159635,view,168527,,21,Monday,0
304,2015-06-01 21:18:20.981,121688,transaction,15335,11117.0,21,Monday,1
305,2015-06-01 20:44:37.403,421206,view,38006,,20,Monday,0
306,2015-06-01 21:02:45.867,536514,view,80299,,21,Monday,0
307,2015-06-01 21:12:55.924,115713,view,433059,,21,Monday,0
308,2015-06-01 20:49:48.633,1340085,view,159835,,20,Monday,0
309,2015-06-01 21:35:50.349,553696,view,265505,,21,Monday,0
310,2015-06-01 21:28:59.564,777066,view,125810,,21,Monday,0
311,2015-06-01 21:12:44.579,249113,view,181673,,21,Monday,0
312,2015-06-01 21:32:30.258,610183,view,436461,,21,Monday,0
313,2015-06-01 20:52:38.331,1332255,view,94488,,20,Monday,0
314,2015-06-01 20:56:58.717,789827,view,102229,,20,Monday,0
315,2015-06-01 20:57:11.907,1358943,view,233770,,20,Monday,0
316,2015-06-01 21:32:31.839,1065157,view,197980,,21,Monday,0
317,2015-06-01 21:04:26.341,160807,view,391289,,21,Monday,0
318,2015-06-01 21:01:59.806,886864,view,76196,,21,Monday,0
319,2015-06-01 21:28:14.518,1149807,view,141703,,21,Monday,0
320,2015-06-01 21:12:12.535,1134473,view,396045,,21,Monday,0
321,2015-06-01 21:19:14.368,385457,view,456627,,21,Monday,0
322,2015-06-01 20:52:28.760,832459,view,281657,,20,Monday,0
323,2015-06-01 21:35:31.464,192487,view,170751,,21,Monday,0
324,2015-06-01 21:12:42.715,1055125,view,263153,,21,Monday,0
325,2015-06-01 21:38:00.008,1015518,view,24291,,21,Monday,0
326,2015-06-01 21:00:25.487,940454,view,383336,,21,Monday,0
327,2015-06-01 20:49:47.095,333162,view,434278,,20,Monday,0
328,2015-06-01 21:37:59.579,138565,view,140861,,21,Monday,0
329,2015-06-01 20:47:16.446,351150,view,246110,,20,Monday,0
330,2015-06-01 20:46:24.678,850173,view,243470,,20,Monday,1
331,2015-06-01 20:50:51.912,1256332,view,165035,,20,Monday,0
332,2015-06-01 21:33:47.881,553917,view,93001,,21,Monday,0
